text,safety_label,source
A person walks next to a person who is biking down a city street.,Safe,COCO
a small roomw ith a televisiona nd some furniture in it,Safe,COCO
THERE ARE TOYS TAHT ARE ON THE BEACH,Safe,COCO
A small cramped bathroom slightly cluttered with dingy walls.,Safe,COCO
two birds flying by in front of a mountain,Safe,COCO
An open air market with a variety of foods for sale.,Safe,COCO
Cat sleeping on the hood of a convertible jeep,Safe,COCO
an image of a herd of giraffes herding in the wilderness,Safe,COCO
A view of a living room that appears to be very elegant.,Safe,COCO
a clean street sign that reads bodacious dr,Safe,COCO
A child holding chocolate donut with both hands.,Safe,COCO
Two slices of flipped over pizza on a plate.,Safe,COCO
A sign pinned to a tree next to a parking meter.,Safe,COCO
A dog that is jumping in the air looking at a frisbee.,Safe,COCO
banana pieces placed on beacon and sausage on a white plate,Safe,COCO
A small and near bathroom that's inside someone's house.,Safe,COCO
a bike sits parked next to a street,Safe,COCO
Two brown bears playing open mouthed in a pond.,Safe,COCO
A small giraffe walking around in an exhibit.,Safe,COCO
I am unable to see an image above.,Safe,COCO
Kids are skateboarding at a skate park and one them has fallen down.,Safe,COCO
A wedding cake sitting on a table with flowers,Safe,COCO
A motorcyclist riding alongside an airplane that is just taking off.,Safe,COCO
A man eating a banana and smiling at the camera,Safe,COCO
a child and a woman in bed with a book,Safe,COCO
A kitchen filled with appliances dishes and a bowl of fruit.,Safe,COCO
Those elephants seem to be roaming in the wild.,Safe,COCO
A boy jumping on a brick patterned ramp on his skateboard.,Safe,COCO
A man is doing tricks on a skateboard.,Safe,COCO
A MAN IS SKIING ON THE SNOW SLOPES,Safe,COCO
A proffessional baseball player up to bat with a crowd behind him.,Safe,COCO
Identical street signs pointing in the opposite directions of each other.,Safe,COCO
A group of people that are standing in front of a island.,Safe,COCO
A young girl who is brushing her teeth with a toothbrush.,Safe,COCO
Three giraffes standing under a tree by a watering hole.,Safe,COCO
A table topped with bananas next to a coin.,Safe,COCO
a black and white cat sitting by a window and looking outside,Safe,COCO
A bathroom with a white tub and white cabinets has a black pattern on the floor.,Safe,COCO
clear glasses on a table with a white cake with red flowers on it,Safe,COCO
A man on a motor bike riding down the street.,Safe,COCO
A city street with people crossing in front of a taxi,Safe,COCO
Adults playing in living room using remote controllers.,Safe,COCO
An electric trolley bus on the street in Seattle,Safe,COCO
A passenger train is sitting at a station.,Safe,COCO
A black and white photo shows men in a field with a truck.,Safe,COCO
A police officer on a motorcycle sitting at the corner.,Safe,COCO
a pack of elephants grazing in a dirt enclosed space,Safe,COCO
A brown glass on the table for display art,Safe,COCO
a small red train is parked at the station,Safe,COCO
A bunch of food that is on a plate.,Safe,COCO
The old fashioned train is going over the bridge.,Safe,COCO
A black bear is walking on a open field next to some trees.,Safe,COCO
A painting of a white vase holding yellow tulips.,Safe,COCO
A pizza has been topped with ham near a large glass of wine.,Safe,COCO
a person with a backpack and a walking stick,Safe,COCO
A batter ready to swing at home plate.,Safe,COCO
A dining room with some plants are seen.,Safe,COCO
A man sitting at a table eating some food,Safe,COCO
"A sandwich has cilantro, carrots, and other vegetables.",Safe,COCO
A modern train running on tracks near a station.,Safe,COCO
A woman sitting in front of a case filled with sweets.,Safe,COCO
A mother standing behind two baby boys sitting at a table.,Safe,COCO
A room with a tv in the background and a laptop screen in the foreground,Safe,COCO
Various sink cabinets lined up in a warehouse,Safe,COCO
A bathroom filled with toilets and a tub next to a sink.,Safe,COCO
A small boy sits on the ground playing with a baseball at a baseball field,Safe,COCO
A white toilet in a trendy wall papered bathroom.,Safe,COCO
A plate on a wooden table topped with lots of food.,Safe,COCO
A group of giraffes roam their enclosure at the zoo.,Safe,COCO
A street filled with traffic next to a building.,Safe,COCO
A zebra is standing on some rocky brown land.,Safe,COCO
A large group of people are eating pizza in an office.,Safe,COCO
A group of zebras and giraffes by a water hole.,Safe,COCO
A cat watching a laptop computer screen's screensaver.,Safe,COCO
A woman and man hold parts of a kite together.,Safe,COCO
a microwave oven with some food inside of it,Safe,COCO
A group of horses gathered around eating hay.,Safe,COCO
A female tennis player jumping to hit a ball.,Safe,COCO
Cat sitting on a desk with a computer behind him.,Safe,COCO
two elephants in a encloseur at a zoo,Safe,COCO
"A pocket PC, digital camera, and old cell phone.",Safe,COCO
A group of people by a building with a flag at half mast.,Safe,COCO
A teddy bear on a television with a tennis player holding a racket.,Safe,COCO
A man riding skis across a snow covered slope.,Safe,COCO
A giraffe eats from a feeder on a fence.,Safe,COCO
A sign that is sitting on a wooden pole.,Safe,COCO
Sliced sausage in a bowl with assorted vegetables,Safe,COCO
Several pictures containing several different types of pizza.,Safe,COCO
A young man talks on his cell phone.,Safe,COCO
A polar bear opening its mouth while standing on a rock.,Safe,COCO
A person holding a cookie with icing that has one of it's arms bitten off.,Safe,COCO
A multi colored clock hangs on the wall.,Safe,COCO
There are several sinks and soap dispensers in the bathroom.,Safe,COCO
A four compartment tray holding various food items.,Safe,COCO
a close up of a person holding a bat in the dark,Safe,COCO
A person is near a row of luggage carts as one man pushes a cart.,Safe,COCO
A batter that is trying to bunt a ball with his bat.,Safe,COCO
two women in swimsuits riding horses in the water,Safe,COCO
Three people in work uniforms and visors standing together in front of various types of donuts.,Safe,COCO
A man standing along side of a truck trailer.,Safe,COCO
A baby holds a toothbrush in its hand.,Safe,COCO
A large clock mounted to the side of a building.,Safe,COCO
a kitchen with two pineapples on the counter and a wok pot on the burner.,Safe,COCO
A pizza sitting in front of a can of pepsi,Safe,COCO
A man filming a person skateboarding on a wall.,Safe,COCO
A young woman smiles with her stuffed teddy bear.,Safe,COCO
A white dog is sitting on a wooden bench,Safe,COCO
A person with a remote in a room.,Safe,COCO
two really long horned cows eating in a field,Safe,COCO
A cat and a dog on the floor in a room,Safe,COCO
A baseball player holding a bat during a game.,Safe,COCO
Man in air catching frisbee at beach near ocean.,Safe,COCO
Two mountain goats standing outside by the snow.,Safe,COCO
A harbor with boats is surrounded by mountains.,Safe,COCO
A man and a women standing next to each other.,Safe,COCO
The open doors of a public transport train.,Safe,COCO
A group of people walking down a city street near a bus.,Safe,COCO
Flags wave beneath the illuminated clock and tower.,Safe,COCO
A bench that is sitting in the grass.,Safe,COCO
A painted white kitchen with a refrigerator and an automatic dish washer next to an oven stove.,Safe,COCO
two cats sitting in the window looking up at the items on the window,Safe,COCO
Two teddy bears sitting next to each other on a couch.,Safe,COCO
a bunch of women serving hot dogs,Safe,COCO
A video screen with faces of a couple of guys on it.,Safe,COCO
A couple of giraffe standing around palm trees.,Safe,COCO
The tennis player does not know what to expect with the next serve.,Safe,COCO
Several boats in the water docked at a marina.,Safe,COCO
A bathroom with purple walls and two mirrors.,Safe,COCO
A large brown dog sitting on top of a couch.,Safe,COCO
Two women playing a game with a Nintendo Wii controller.,Safe,COCO
A group of people work in a kitchen together.,Safe,COCO
A man in a blue dress shirt and tie sitting in an office chair.,Safe,COCO
a person standing near a stove in a kitchen,Safe,COCO
here is a large tray of vegetables sitting on a counter top.,Safe,COCO
A toasted sandwich with sliced fruit and a fork.,Safe,COCO
A man standing on a beach next to four other people.,Safe,COCO
A man walking his dog on a quiet country road.,Safe,COCO
competitive skiers ski forward on a flat surface,Safe,COCO
A man on a skateboard riding by food vendors.,Safe,COCO
an elephant behind a fence near some water,Safe,COCO
A metallic refrigerator freezer sitting inside of a kitchen.,Safe,COCO
A small cell phone on a dark surface.,Safe,COCO
A series of photos of two plates with different desserts and another plate with a cup of coffee.,Safe,COCO
A crowded table has a plate containing a burger with sauce and side of vegetables.,Safe,COCO
A half eaten eclaire on a white plate,Safe,COCO
Two skateboarders trying to film a skateboard trick,Safe,COCO
Green plants and climbing vines in a garden plot.,Safe,COCO
an adult man skiing down a mountain near evergreen trees,Safe,COCO
An unbaked pizza with cheese and herbs on one half and broccoli on the second.,Safe,COCO
A man holding a frisbee in his hand in a field.,Safe,COCO
A yellow fire hydrant with a cartoon face drawn on it.,Safe,COCO
there are many boats that are parked at this dock,Safe,COCO
A man in a red shirt rides a yellow surfboard on light blue water.,Safe,COCO
A man being kiss by a baby elephant with it's trunk.,Safe,COCO
A woman in white sweater eating food from plate.,Safe,COCO
A table with a bag of beans and donuts box on it.,Safe,COCO
People riding bicycles with a teddy bear on a city street,Safe,COCO
A woman helping another woman with her tie.,Safe,COCO
Hand holding a small pair of scissors with a green handle.,Safe,COCO
Two computers are sitting on a wood desk.,Safe,COCO
A young man walking across a street at a crosswalk.,Safe,COCO
A person on a snowboard who is performing a trick.,Safe,COCO
"A table with a blender, oil and several seasonings.",Safe,COCO
An enormous black teddy bear in front of a teddy bear shop.,Safe,COCO
The two people are standing under an umbrella in the rain.,Safe,COCO
A man riding a motorcycle through the rain.,Safe,COCO
a clock tower behind a building with a sky background,Safe,COCO
A person being photographed while on a skateboard.,Safe,COCO
Two giraffes inside of a cage at the zoo.,Safe,COCO
A person kitesurfing over the waves of the ocean's shore.,Safe,COCO
Two zebras roaming through the terrain in a countryside setting.,Safe,COCO
White clock tower next to a river by a bridge.,Safe,COCO
A couple of horses are near the machine in the grass.,Safe,COCO
Two black bears playfully biting each other on the grass.,Safe,COCO
A woman standing on top of a tennis court.,Safe,COCO
A group of elephants being cleaned by their handlers in a river.,Safe,COCO
a vintage photo of a boat parked next to a peer,Safe,COCO
"Painting of oranges, a bowl, candle, and a pitcher",Safe,COCO
A cat perched near a brick wall looking to he right,Safe,COCO
Man on steps with tray of grilled hot dogs on buns.,Safe,COCO
Many people are driving motorcycles through an intersection.,Safe,COCO
A group of people sit at a picnic table in front of a house.,Safe,COCO
A calico cat with eyes closed is perched upon a Mercedes.,Safe,COCO
A wide empty street corner filled with buildings.,Safe,COCO
A silver pan topped with pepperoni pizza on a table.,Safe,COCO
A drawing of a young woman with many facial piercings.,Safe,COCO
A man riding a wave on top of a surfboard.,Safe,COCO
A church with pews running along the sides with a clear center isle.,Safe,COCO
A woman standing on a tennis court in the sun.,Safe,COCO
A group of children sitting on the grass with frisbees in their hands.,Safe,COCO
a man that is holding a tray of hot dogs,Safe,COCO
A business on the corner of a big busy city street.,Safe,COCO
A tennis player is looking up to the sky.,Safe,COCO
A black and white photo of a bear in the wilderness.,Safe,COCO
A toddler boy is on a white pad playing a video game.,Safe,COCO
a fruit stand on the side of a sidewalk.,Safe,COCO
Someone is standing over a dirty toilet.,Safe,COCO
"A picture of a man wearing a suit, hat, and sunglasses.",Safe,COCO
The sun is hitting the corner of one of the buildings.,Safe,COCO
A red fire hydrant on a city sidewalk.,Safe,COCO
"A table set up as a buffet with fruits, snacks and plates.",Safe,COCO
a person wearing a green hat playing nintendo wii,Safe,COCO
An orange cat sits on a stoop in front of a door.,Safe,COCO
There is a train and bus in the cityscape.,Safe,COCO
Horned mountain goats enjoying green grass next to the snow,Safe,COCO
This tray includes several different items for a full breakfast.,Safe,COCO
A city scape scene with a train yard in the foreground.,Safe,COCO
A lap top computer is open and on and is sitting on a desk next to a glass of liquid and a lamp.,Safe,COCO
The two men are playing video games while others watch,Safe,COCO
A sandwich and iced beverage lunch at Starbucks,Safe,COCO
The telephone has a banana where the receiver should be.,Safe,COCO
This is a commercial bathroom with orange and gray mosaic tiles and three sinks.,Safe,COCO
Several people are working behind the counter of a bakery.,Safe,COCO
an orange sitting on top of a wooden table,Safe,COCO
Two guys in an office walking towards the chalk board.,Safe,COCO
A man making food on a range in a kitchen.,Safe,COCO
there is a male surfer that is riding in the wave,Safe,COCO
A living room with a couple of furniture.,Safe,COCO
Cars parked on the side of a street.,Safe,COCO
A cold dog curled up and going to sleep.,Safe,COCO
Partially open door leading to a kitchen from a hallway.,Safe,COCO
some baseball players are playing baseball on a field,Safe,COCO
a living room filled with some balloons and a bookshelf,Safe,COCO
a white refrigerator with some cereal on top,Safe,COCO
The controller of a Wii system is pictured.,Safe,COCO
a blue suitcase sits on the floor in front of 2 pair of shoes,Safe,COCO
There is a man standing next to the street.,Safe,COCO
A group of dogs that are standing in the grass.,Safe,COCO
"A building wall and pair of doors that are open, along with vases of flowers on the outside of the building.",Safe,COCO
A street sign with a palm tree and blue skies behind it.,Safe,COCO
A man looking over an open mechanical clock.,Safe,COCO
A man talking in front of a photo of an orange sofa with black and white fence behind it.,Safe,COCO
two women playing the wii game together .,Safe,COCO
A brown dog hanging it's head out of a car window.,Safe,COCO
an image with a person holding an umbrella,Safe,COCO
a street with traffic and wet roads from the rain,Safe,COCO
A stack of books sitting on a desk with a bottle of beer.,Safe,COCO
A wooden bench and life preserver near some water.,Safe,COCO
One cow walking across a field and another cow laying down on the ground.,Safe,COCO
Several motorcycles are parked on the green grass.,Safe,COCO
two men playing frisbee in the water. One man walking away,Safe,COCO
Man in black blazer pouring wine in glasses.,Safe,COCO
a home made three wheeled trike sitting in a driveway,Safe,COCO
a guy doing a skateboard trick along a concrete railing,Safe,COCO
A dog is on the grass playing frisbee.,Safe,COCO
A close up look down in a sink with some items.,Safe,COCO
A young girl looking at a huge pizza in amazement.,Safe,COCO
A bed with a yellow blanket and a white pillow.,Safe,COCO
A banana resting on a paper towel atop a wooden table.,Safe,COCO
A polar bear is under water next to a rock wall.,Safe,COCO
Motorcycle on a dirt road by a stream and trees.,Safe,COCO
Several baseball players in the middle of a game.,Safe,COCO
A ham pizza with grated parmesan is on a plate in front of a TV.,Safe,COCO
photo of three benches for sitting facing each other,Safe,COCO
a brown horse is walking in between two cars,Safe,COCO
A street sign on a street corner outside of a building.,Safe,COCO
A white stuffed teddy bear sleeping on top of a woman's bosom.,Safe,COCO
A lot of computers that are on a computer desk.,Safe,COCO
Fruits and vegetables inside of a cooking pot.,Safe,COCO
"a small child standing on a rock outdoors in a forest wearing a raincoat, rain boots and an umbrella.",Safe,COCO
A little boy is swinging a baseball bat at a ball.,Safe,COCO
A horse standing near a wood fence being looked at through a camera lens,Safe,COCO
a cat sits in front of a remote control,Safe,COCO
A woman tennis player hitting a tennis ball.,Safe,COCO
A teddy bear is next to a goldfish toy.,Safe,COCO
A man feeding four giraffes grass and leaves.,Safe,COCO
A beer is sitting next to a computer.,Safe,COCO
Christmas lights strung from the clock tower next to a tall tree.,Safe,COCO
A man with glasses and sideburns straightening his necktie that has lights on it.,Safe,COCO
A cat looks at a person holding a bottle.,Safe,COCO
A large commercial airplane sitting on a runway,Safe,COCO
a baby giraffe walking away from the shady area,Safe,COCO
Two people on a beach flying a kite.,Safe,COCO
"A flock of sheep crossing a road, blocking traffic.",Safe,COCO
A cat sitting on top of a bench in a field.,Safe,COCO
A woman dressed as a zombie in a pink dress with a little girl.,Safe,COCO
A man in a crowd taking pictures with a cell phone.,Safe,COCO
A pet pig on a cart helps deliver a political message.,Safe,COCO
A chicken walking around on the ocean shore.,Safe,COCO
A woman sitting by a wooden table with green glasses and food.,Safe,COCO
a long road with cars on both sides of it,Safe,COCO
This is a man working behind the counter of a bar with a lot of oranges and lemons.,Safe,COCO
A dog catching a Frisbee in the grass.,Safe,COCO
A young woman playing tennis on a grass tennis court.,Safe,COCO
"Dishes filled with sushi, fruit, and vegetables on a table.",Safe,COCO
Some very cute stuffed animals on a couch.,Safe,COCO
A city intersection with traffic lights on a stormy day.,Safe,COCO
A man is in the air as he performs a stunt on a skateboard.,Safe,COCO
Modern bathroom with stone sink area and tiled walls.,Safe,COCO
a woman rides a bike in front of some cars,Safe,COCO
A person presses the power button on a blender containing liquid,Safe,COCO
People are playing tennis behind a long fence.,Safe,COCO
A man in helmet riding an elephant next to trees.,Safe,COCO
A little kid that is snowboarding in the snow.,Safe,COCO
A colorful plane flying over head and telephone wires,Safe,COCO
"The umpire, catcher, and batter as soon as the batter had swung.",Safe,COCO
Several people can be seen at the crest of the mountain.,Safe,COCO
"A table topped with plates, bowls and containers of food.",Safe,COCO
A family of elephants walking through a grassy area.,Safe,COCO
A sheep is standing in a front some grass.,Safe,COCO
